datetime,respondent_code,respondent_name,fuel_type,type_name,value,units
2024-04-07 22:00:00,NE,New England,WND,Wind,548.0,megawatthours
2024-04-07 23:00:00,NE,New England,WND,Wind,416.0,megawatthours
2024-04-08 00:00:00,NE,New England,WND,Wind,380.0,megawatthours
2024-04-08 01:00:00,NE,New England,WND,Wind,493.0,megawatthours
2024-04-08 02:00:00,NE,New England,WND,Wind,537.0,megawatthours
2024-04-08 03:00:00,NE,New England,WND,Wind,503.0,megawatthours
2024-04-08 04:00:00,NE,New England,WND,Wind,530.0,megawatthours
2024-04-08 05:00:00,NE,New England,WND,Wind,509.0,megawatthours
2024-04-08 06:00:00,NE,New England,WND,Wind,567.0,megawatthours
2024-04-08 07:00:00,NE,New England,WND,Wind,607.0,megawatthours
2024-04-08 08:00:00,NE,New England,WND,Wind,602.0,megawatthours
2024-04-08 09:00:00,NE,New England,WND,Wind,617.0,megawatthours
2024-04-08 10:00:00,NE,New England,WND,Wind,569.0,megawatthours
2024-04-08 11:00:00,NE,New England,WND,Wind,499.0,megawatthours
2024-04-08 12:00:00,NE,New England,WND,Wind,397.0,megawatthours
2024-04-08 13:00:00,NE,New England,WND,Wind,248.0,megawatthours
2024-04-08 14:00:00,NE,New England,WND,Wind,180.0,megawatthours
2024-04-08 15:00:00,NE,New England,WND,Wind,222.0,megawatthours
2024-04-08 16:00:00,NE,New England,WND,Wind,335.0,megawatthours
2024-04-08 17:00:00,NE,New England,WND,Wind,446.0,megawatthours
2024-04-08 18:00:00,NE,New England,WND,Wind,486.0,megawatthours
2024-04-08 19:00:00,NE,New England,WND,Wind,472.0,megawatthours
2024-04-08 20:00:00,NE,New England,WND,Wind,563.0,megawatthours
2024-04-08 21:00:00,NE,New England,WND,Wind,600.0,megawatthours
2024-04-08 22:00:00,NE,New England,WND,Wind,756.0,megawatthours
2024-04-08 23:00:00,NE,New England,WND,Wind,745.0,megawatthours
2024-04-09 00:00:00,NE,New England,WND,Wind,832.0,megawatthours
2024-04-09 01:00:00,NE,New England,WND,Wind,842.0,megawatthours
2024-04-09 02:00:00,NE,New England,WND,Wind,845.0,megawatthours
2024-04-09 03:00:00,NE,New England,WND,Wind,808.0,megawatthours
2024-04-09 04:00:00,NE,New England,WND,Wind,645.0,megawatthours
2024-04-09 05:00:00,NE,New England,WND,Wind,550.0,megawatthours
2024-04-09 06:00:00,NE,New England,WND,Wind,472.0,megawatthours
2024-04-09 07:00:00,NE,New England,WND,Wind,397.0,megawatthours
2024-04-09 08:00:00,NE,New England,WND,Wind,365.0,megawatthours
2024-04-09 09:00:00,NE,New England,WND,Wind,371.0,megawatthours
2024-04-09 10:00:00,NE,New England,WND,Wind,334.0,megawatthours
2024-04-09 11:00:00,NE,New England,WND,Wind,290.0,megawatthours
2024-04-09 12:00:00,NE,New England,WND,Wind,198.0,megawatthours
2024-04-09 13:00:00,NE,New England,WND,Wind,126.0,megawatthours
2024-04-09 14:00:00,NE,New England,WND,Wind,77.0,megawatthours
2024-04-09 15:00:00,NE,New England,WND,Wind,92.0,megawatthours
2024-04-09 16:00:00,NE,New England,WND,Wind,91.0,megawatthours
2024-04-09 17:00:00,NE,New England,WND,Wind,101.0,megawatthours
2024-04-09 18:00:00,NE,New England,WND,Wind,100.0,megawatthours
2024-04-09 19:00:00,NE,New England,WND,Wind,89.0,megawatthours
2024-04-09 20:00:00,NE,New England,WND,Wind,82.0,megawatthours
2024-04-09 21:00:00,NE,New England,WND,Wind,71.0,megawatthours
2024-04-09 22:00:00,NE,New England,WND,Wind,53.0,megawatthours
2024-04-09 23:00:00,NE,New England,WND,Wind,64.0,megawatthours
2024-04-10 00:00:00,NE,New England,WND,Wind,83.0,megawatthours
2024-04-10 01:00:00,NE,New England,WND,Wind,168.0,megawatthours
2024-04-10 02:00:00,NE,New England,WND,Wind,207.0,megawatthours
2024-04-10 03:00:00,NE,New England,WND,Wind,212.0,megawatthours
2024-04-10 04:00:00,NE,New England,WND,Wind,229.0,megawatthours
2024-04-10 05:00:00,NE,New England,WND,Wind,269.0,megawatthours
2024-04-10 06:00:00,NE,New England,WND,Wind,312.0,megawatthours
2024-04-10 07:00:00,NE,New England,WND,Wind,345.0,megawatthours
2024-04-10 08:00:00,NE,New England,WND,Wind,407.0,megawatthours
2024-04-10 09:00:00,NE,New England,WND,Wind,453.0,megawatthours
2024-04-10 10:00:00,NE,New England,WND,Wind,502.0,megawatthours
2024-04-10 11:00:00,NE,New England,WND,Wind,526.0,megawatthours
2024-04-10 12:00:00,NE,New England,WND,Wind,499.0,megawatthours
2024-04-10 13:00:00,NE,New England,WND,Wind,430.0,megawatthours
2024-04-10 14:00:00,NE,New England,WND,Wind,402.0,megawatthours
2024-04-10 15:00:00,NE,New England,WND,Wind,389.0,megawatthours
2024-04-10 16:00:00,NE,New England,WND,Wind,403.0,megawatthours
2024-04-10 17:00:00,NE,New England,WND,Wind,448.0,megawatthours
2024-04-10 18:00:00,NE,New England,WND,Wind,497.0,megawatthours
2024-04-10 19:00:00,NE,New England,WND,Wind,504.0,megawatthours
2024-04-10 20:00:00,NE,New England,WND,Wind,484.0,megawatthours
2024-04-10 21:00:00,NE,New England,WND,Wind,465.0,megawatthours
2024-04-10 22:00:00,NE,New England,WND,Wind,476.0,megawatthours
2024-04-10 23:00:00,NE,New England,WND,Wind,486.0,megawatthours
2024-04-11 00:00:00,NE,New England,WND,Wind,459.0,megawatthours
2024-04-11 01:00:00,NE,New England,WND,Wind,444.0,megawatthours
2024-04-11 02:00:00,NE,New England,WND,Wind,443.0,megawatthours
2024-04-11 03:00:00,NE,New England,WND,Wind,414.0,megawatthours
2024-04-11 04:00:00,NE,New England,WND,Wind,498.0,megawatthours
2024-04-11 05:00:00,NE,New England,WND,Wind,471.0,megawatthours
2024-04-11 06:00:00,NE,New England,WND,Wind,390.0,megawatthours
2024-04-11 07:00:00,NE,New England,WND,Wind,338.0,megawatthours
2024-04-11 08:00:00,NE,New England,WND,Wind,261.0,megawatthours
2024-04-11 09:00:00,NE,New England,WND,Wind,284.0,megawatthours
2024-04-11 10:00:00,NE,New England,WND,Wind,377.0,megawatthours
2024-04-11 11:00:00,NE,New England,WND,Wind,439.0,megawatthours
2024-04-11 12:00:00,NE,New England,WND,Wind,503.0,megawatthours
2024-04-11 13:00:00,NE,New England,WND,Wind,560.0,megawatthours
2024-04-11 14:00:00,NE,New England,WND,Wind,603.0,megawatthours
2024-04-11 15:00:00,NE,New England,WND,Wind,610.0,megawatthours
2024-04-11 16:00:00,NE,New England,WND,Wind,668.0,megawatthours
2024-04-11 17:00:00,NE,New England,WND,Wind,700.0,megawatthours
2024-04-11 18:00:00,NE,New England,WND,Wind,707.0,megawatthours
2024-04-11 19:00:00,NE,New England,WND,Wind,739.0,megawatthours
2024-04-11 20:00:00,NE,New England,WND,Wind,766.0,megawatthours
2024-04-11 21:00:00,NE,New England,WND,Wind,877.0,megawatthours
2024-04-11 22:00:00,NE,New England,WND,Wind,887.0,megawatthours
2024-04-11 23:00:00,NE,New England,WND,Wind,934.0,megawatthours
2024-04-12 00:00:00,NE,New England,WND,Wind,903.0,megawatthours
2024-04-12 01:00:00,NE,New England,WND,Wind,907.0,megawatthours
2024-04-12 02:00:00,NE,New England,WND,Wind,880.0,megawatthours
2024-04-12 03:00:00,NE,New England,WND,Wind,836.0,megawatthours
2024-04-12 04:00:00,NE,New England,WND,Wind,849.0,megawatthours
2024-04-12 05:00:00,NE,New England,WND,Wind,849.0,megawatthours
2024-04-12 06:00:00,NE,New England,WND,Wind,841.0,megawatthours
2024-04-12 07:00:00,NE,New England,WND,Wind,856.0,megawatthours
2024-04-12 08:00:00,NE,New England,WND,Wind,878.0,megawatthours
2024-04-12 09:00:00,NE,New England,WND,Wind,962.0,megawatthours
2024-04-12 10:00:00,NE,New England,WND,Wind,990.0,megawatthours
2024-04-12 11:00:00,NE,New England,WND,Wind,1032.0,megawatthours
2024-04-12 12:00:00,NE,New England,WND,Wind,1065.0,megawatthours
2024-04-12 13:00:00,NE,New England,WND,Wind,1038.0,megawatthours
2024-04-12 14:00:00,NE,New England,WND,Wind,1037.0,megawatthours
2024-04-12 15:00:00,NE,New England,WND,Wind,1094.0,megawatthours
2024-04-12 16:00:00,NE,New England,WND,Wind,1101.0,megawatthours
2024-04-12 17:00:00,NE,New England,WND,Wind,1085.0,megawatthours
2024-04-12 18:00:00,NE,New England,WND,Wind,1097.0,megawatthours
2024-04-12 19:00:00,NE,New England,WND,Wind,1099.0,megawatthours
2024-04-12 20:00:00,NE,New England,WND,Wind,1127.0,megawatthours
2024-04-12 21:00:00,NE,New England,WND,Wind,1138.0,megawatthours
2024-04-12 22:00:00,NE,New England,WND,Wind,1129.0,megawatthours
2024-04-12 23:00:00,NE,New England,WND,Wind,1139.0,megawatthours
2024-04-13 00:00:00,NE,New England,WND,Wind,1078.0,megawatthours
2024-04-13 01:00:00,NE,New England,WND,Wind,1000.0,megawatthours
2024-04-13 02:00:00,NE,New England,WND,Wind,906.0,megawatthours
2024-04-13 03:00:00,NE,New England,WND,Wind,847.0,megawatthours
2024-04-13 04:00:00,NE,New England,WND,Wind,817.0,megawatthours
2024-04-13 05:00:00,NE,New England,WND,Wind,842.0,megawatthours
2024-04-13 06:00:00,NE,New England,WND,Wind,786.0,megawatthours
2024-04-13 07:00:00,NE,New England,WND,Wind,742.0,megawatthours
2024-04-13 08:00:00,NE,New England,WND,Wind,703.0,megawatthours
2024-04-13 09:00:00,NE,New England,WND,Wind,676.0,megawatthours
2024-04-13 10:00:00,NE,New England,WND,Wind,634.0,megawatthours
2024-04-13 11:00:00,NE,New England,WND,Wind,540.0,megawatthours
2024-04-13 12:00:00,NE,New England,WND,Wind,536.0,megawatthours
2024-04-13 13:00:00,NE,New England,WND,Wind,490.0,megawatthours
2024-04-13 14:00:00,NE,New England,WND,Wind,478.0,megawatthours
2024-04-13 15:00:00,NE,New England,WND,Wind,487.0,megawatthours
2024-04-13 16:00:00,NE,New England,WND,Wind,488.0,megawatthours
2024-04-13 17:00:00,NE,New England,WND,Wind,505.0,megawatthours
2024-04-13 18:00:00,NE,New England,WND,Wind,460.0,megawatthours
2024-04-13 19:00:00,NE,New England,WND,Wind,469.0,megawatthours
2024-04-13 20:00:00,NE,New England,WND,Wind,480.0,megawatthours
2024-04-13 21:00:00,NE,New England,WND,Wind,593.0,megawatthours
2024-04-13 22:00:00,NE,New England,WND,Wind,651.0,megawatthours
2024-04-13 23:00:00,NE,New England,WND,Wind,780.0,megawatthours
2024-04-14 00:00:00,NE,New England,WND,Wind,836.0,megawatthours
2024-04-14 01:00:00,NE,New England,WND,Wind,831.0,megawatthours
2024-04-14 02:00:00,NE,New England,WND,Wind,853.0,megawatthours
2024-04-14 03:00:00,NE,New England,WND,Wind,1016.0,megawatthours
2024-04-14 04:00:00,NE,New England,WND,Wind,1068.0,megawatthours
2024-04-14 05:00:00,NE,New England,WND,Wind,1004.0,megawatthours
2024-04-14 06:00:00,NE,New England,WND,Wind,987.0,megawatthours
2024-04-14 07:00:00,NE,New England,WND,Wind,1014.0,megawatthours
2024-04-14 08:00:00,NE,New England,WND,Wind,1014.0,megawatthours
2024-04-14 09:00:00,NE,New England,WND,Wind,1039.0,megawatthours
2024-04-14 10:00:00,NE,New England,WND,Wind,1010.0,megawatthours
2024-04-14 11:00:00,NE,New England,WND,Wind,992.0,megawatthours
2024-04-14 12:00:00,NE,New England,WND,Wind,888.0,megawatthours
2024-04-14 13:00:00,NE,New England,WND,Wind,814.0,megawatthours
2024-04-14 14:00:00,NE,New England,WND,Wind,663.0,megawatthours
2024-04-14 15:00:00,NE,New England,WND,Wind,532.0,megawatthours
2024-04-14 16:00:00,NE,New England,WND,Wind,459.0,megawatthours
2024-04-14 17:00:00,NE,New England,WND,Wind,492.0,megawatthours
2024-04-14 18:00:00,NE,New England,WND,Wind,501.0,megawatthours
2024-04-14 19:00:00,NE,New England,WND,Wind,449.0,megawatthours
2024-04-14 20:00:00,NE,New England,WND,Wind,424.0,megawatthours
2024-04-14 21:00:00,NE,New England,WND,Wind,404.0,megawatthours
2024-04-14 22:00:00,NE,New England,WND,Wind,351.0,megawatthours
2024-04-14 23:00:00,NE,New England,WND,Wind,269.0,megawatthours
2024-04-15 00:00:00,NE,New England,WND,Wind,242.0,megawatthours
2024-04-15 01:00:00,NE,New England,WND,Wind,229.0,megawatthours
2024-04-15 02:00:00,NE,New England,WND,Wind,232.0,megawatthours
2024-04-15 03:00:00,NE,New England,WND,Wind,241.0,megawatthours
2024-04-15 04:00:00,NE,New England,WND,Wind,223.0,megawatthours
2024-04-15 05:00:00,NE,New England,WND,Wind,188.0,megawatthours
2024-04-15 06:00:00,NE,New England,WND,Wind,172.0,megawatthours
2024-04-15 07:00:00,NE,New England,WND,Wind,158.0,megawatthours
2024-04-15 08:00:00,NE,New England,WND,Wind,142.0,megawatthours
2024-04-15 09:00:00,NE,New England,WND,Wind,157.0,megawatthours
2024-04-15 10:00:00,NE,New England,WND,Wind,142.0,megawatthours
2024-04-15 11:00:00,NE,New England,WND,Wind,103.0,megawatthours
2024-04-15 12:00:00,NE,New England,WND,Wind,87.0,megawatthours
2024-04-15 13:00:00,NE,New England,WND,Wind,93.0,megawatthours
2024-04-15 14:00:00,NE,New England,WND,Wind,113.0,megawatthours
2024-04-15 15:00:00,NE,New England,WND,Wind,186.0,megawatthours
2024-04-15 16:00:00,NE,New England,WND,Wind,294.0,megawatthours
2024-04-15 17:00:00,NE,New England,WND,Wind,378.0,megawatthours
2024-04-15 18:00:00,NE,New England,WND,Wind,450.0,megawatthours
2024-04-15 19:00:00,NE,New England,WND,Wind,461.0,megawatthours
2024-04-15 20:00:00,NE,New England,WND,Wind,520.0,megawatthours
2024-04-15 21:00:00,NE,New England,WND,Wind,554.0,megawatthours
2024-04-15 22:00:00,NE,New England,WND,Wind,562.0,megawatthours
2024-04-15 23:00:00,NE,New England,WND,Wind,479.0,megawatthours
2024-04-16 00:00:00,NE,New England,WND,Wind,407.0,megawatthours
2024-04-16 01:00:00,NE,New England,WND,Wind,372.0,megawatthours
2024-04-16 02:00:00,NE,New England,WND,Wind,353.0,megawatthours
2024-04-16 03:00:00,NE,New England,WND,Wind,370.0,megawatthours
2024-04-16 04:00:00,NE,New England,WND,Wind,431.0,megawatthours
2024-04-16 05:00:00,NE,New England,WND,Wind,460.0,megawatthours
2024-04-16 06:00:00,NE,New England,WND,Wind,502.0,megawatthours
2024-04-16 07:00:00,NE,New England,WND,Wind,453.0,megawatthours
2024-04-16 08:00:00,NE,New England,WND,Wind,483.0,megawatthours
2024-04-16 09:00:00,NE,New England,WND,Wind,493.0,megawatthours
2024-04-16 10:00:00,NE,New England,WND,Wind,567.0,megawatthours
2024-04-16 11:00:00,NE,New England,WND,Wind,580.0,megawatthours
2024-04-16 12:00:00,NE,New England,WND,Wind,660.0,megawatthours
2024-04-16 13:00:00,NE,New England,WND,Wind,679.0,megawatthours
2024-04-16 14:00:00,NE,New England,WND,Wind,658.0,megawatthours
2024-04-16 15:00:00,NE,New England,WND,Wind,663.0,megawatthours
2024-04-16 16:00:00,NE,New England,WND,Wind,672.0,megawatthours
2024-04-16 17:00:00,NE,New England,WND,Wind,650.0,megawatthours
2024-04-16 18:00:00,NE,New England,WND,Wind,716.0,megawatthours
2024-04-16 19:00:00,NE,New England,WND,Wind,813.0,megawatthours
2024-04-16 20:00:00,NE,New England,WND,Wind,925.0,megawatthours
2024-04-16 21:00:00,NE,New England,WND,Wind,907.0,megawatthours
2024-04-16 22:00:00,NE,New England,WND,Wind,893.0,megawatthours
2024-04-16 23:00:00,NE,New England,WND,Wind,832.0,megawatthours
2024-04-17 00:00:00,NE,New England,WND,Wind,792.0,megawatthours
2024-04-17 01:00:00,NE,New England,WND,Wind,731.0,megawatthours
2024-04-17 02:00:00,NE,New England,WND,Wind,681.0,megawatthours
2024-04-17 03:00:00,NE,New England,WND,Wind,567.0,megawatthours
2024-04-17 04:00:00,NE,New England,WND,Wind,497.0,megawatthours
2024-04-17 05:00:00,NE,New England,WND,Wind,407.0,megawatthours
2024-04-17 06:00:00,NE,New England,WND,Wind,348.0,megawatthours
2024-04-17 07:00:00,NE,New England,WND,Wind,391.0,megawatthours
2024-04-17 08:00:00,NE,New England,WND,Wind,404.0,megawatthours
2024-04-17 09:00:00,NE,New England,WND,Wind,455.0,megawatthours
2024-04-17 10:00:00,NE,New England,WND,Wind,441.0,megawatthours
2024-04-17 11:00:00,NE,New England,WND,Wind,392.0,megawatthours
2024-04-17 12:00:00,NE,New England,WND,Wind,361.0,megawatthours
2024-04-17 13:00:00,NE,New England,WND,Wind,398.0,megawatthours
2024-04-17 14:00:00,NE,New England,WND,Wind,314.0,megawatthours
2024-04-17 15:00:00,NE,New England,WND,Wind,269.0,megawatthours
2024-04-17 16:00:00,NE,New England,WND,Wind,254.0,megawatthours
2024-04-17 17:00:00,NE,New England,WND,Wind,230.0,megawatthours
2024-04-17 18:00:00,NE,New England,WND,Wind,222.0,megawatthours
2024-04-17 19:00:00,NE,New England,WND,Wind,202.0,megawatthours
2024-04-17 20:00:00,NE,New England,WND,Wind,210.0,megawatthours
2024-04-17 21:00:00,NE,New England,WND,Wind,217.0,megawatthours
2024-04-17 22:00:00,NE,New England,WND,Wind,207.0,megawatthours
2024-04-17 23:00:00,NE,New England,WND,Wind,211.0,megawatthours
2024-04-18 00:00:00,NE,New England,WND,Wind,266.0,megawatthours
2024-04-18 01:00:00,NE,New England,WND,Wind,321.0,megawatthours
2024-04-18 02:00:00,NE,New England,WND,Wind,361.0,megawatthours
2024-04-18 03:00:00,NE,New England,WND,Wind,387.0,megawatthours
2024-04-18 04:00:00,NE,New England,WND,Wind,385.0,megawatthours
2024-04-18 05:00:00,NE,New England,WND,Wind,409.0,megawatthours
2024-04-18 06:00:00,NE,New England,WND,Wind,449.0,megawatthours
2024-04-18 07:00:00,NE,New England,WND,Wind,481.0,megawatthours
2024-04-18 08:00:00,NE,New England,WND,Wind,483.0,megawatthours
2024-04-18 09:00:00,NE,New England,WND,Wind,471.0,megawatthours
2024-04-18 10:00:00,NE,New England,WND,Wind,476.0,megawatthours
2024-04-18 11:00:00,NE,New England,WND,Wind,498.0,megawatthours
2024-04-18 12:00:00,NE,New England,WND,Wind,457.0,megawatthours
2024-04-18 13:00:00,NE,New England,WND,Wind,358.0,megawatthours
2024-04-18 14:00:00,NE,New England,WND,Wind,328.0,megawatthours
2024-04-18 15:00:00,NE,New England,WND,Wind,317.0,megawatthours
2024-04-18 16:00:00,NE,New England,WND,Wind,308.0,megawatthours
2024-04-18 17:00:00,NE,New England,WND,Wind,294.0,megawatthours
2024-04-18 18:00:00,NE,New England,WND,Wind,267.0,megawatthours
2024-04-18 19:00:00,NE,New England,WND,Wind,260.0,megawatthours
2024-04-18 20:00:00,NE,New England,WND,Wind,250.0,megawatthours
2024-04-18 21:00:00,NE,New England,WND,Wind,246.0,megawatthours
2024-04-18 22:00:00,NE,New England,WND,Wind,243.0,megawatthours
2024-04-18 23:00:00,NE,New England,WND,Wind,240.0,megawatthours
2024-04-19 00:00:00,NE,New England,WND,Wind,239.0,megawatthours
2024-04-19 01:00:00,NE,New England,WND,Wind,327.0,megawatthours
2024-04-19 02:00:00,NE,New England,WND,Wind,314.0,megawatthours
2024-04-19 03:00:00,NE,New England,WND,Wind,293.0,megawatthours
2024-04-19 04:00:00,NE,New England,WND,Wind,265.0,megawatthours
2024-04-19 05:00:00,NE,New England,WND,Wind,251.0,megawatthours
2024-04-19 06:00:00,NE,New England,WND,Wind,263.0,megawatthours
2024-04-19 07:00:00,NE,New England,WND,Wind,249.0,megawatthours
2024-04-19 08:00:00,NE,New England,WND,Wind,235.0,megawatthours
2024-04-19 09:00:00,NE,New England,WND,Wind,232.0,megawatthours
2024-04-19 10:00:00,NE,New England,WND,Wind,241.0,megawatthours
2024-04-19 11:00:00,NE,New England,WND,Wind,280.0,megawatthours
2024-04-19 12:00:00,NE,New England,WND,Wind,273.0,megawatthours
2024-04-19 13:00:00,NE,New England,WND,Wind,208.0,megawatthours
2024-04-19 14:00:00,NE,New England,WND,Wind,229.0,megawatthours
2024-04-19 15:00:00,NE,New England,WND,Wind,285.0,megawatthours
2024-04-19 16:00:00,NE,New England,WND,Wind,337.0,megawatthours
2024-04-19 17:00:00,NE,New England,WND,Wind,354.0,megawatthours
2024-04-19 18:00:00,NE,New England,WND,Wind,462.0,megawatthours
2024-04-19 19:00:00,NE,New England,WND,Wind,548.0,megawatthours
2024-04-19 20:00:00,NE,New England,WND,Wind,625.0,megawatthours
2024-04-19 21:00:00,NE,New England,WND,Wind,703.0,megawatthours
2024-04-19 22:00:00,NE,New England,WND,Wind,737.0,megawatthours
2024-04-19 23:00:00,NE,New England,WND,Wind,743.0,megawatthours
2024-04-20 00:00:00,NE,New England,WND,Wind,711.0,megawatthours
2024-04-20 01:00:00,NE,New England,WND,Wind,671.0,megawatthours
2024-04-20 02:00:00,NE,New England,WND,Wind,690.0,megawatthours
2024-04-20 03:00:00,NE,New England,WND,Wind,642.0,megawatthours
2024-04-20 04:00:00,NE,New England,WND,Wind,620.0,megawatthours
2024-04-20 05:00:00,NE,New England,WND,Wind,596.0,megawatthours
2024-04-20 06:00:00,NE,New England,WND,Wind,532.0,megawatthours
2024-04-20 07:00:00,NE,New England,WND,Wind,549.0,megawatthours
2024-04-20 08:00:00,NE,New England,WND,Wind,552.0,megawatthours
2024-04-20 09:00:00,NE,New England,WND,Wind,457.0,megawatthours
2024-04-20 10:00:00,NE,New England,WND,Wind,425.0,megawatthours
2024-04-20 11:00:00,NE,New England,WND,Wind,378.0,megawatthours
2024-04-20 12:00:00,NE,New England,WND,Wind,375.0,megawatthours
2024-04-20 13:00:00,NE,New England,WND,Wind,339.0,megawatthours
2024-04-20 14:00:00,NE,New England,WND,Wind,292.0,megawatthours
2024-04-20 15:00:00,NE,New England,WND,Wind,268.0,megawatthours
2024-04-20 16:00:00,NE,New England,WND,Wind,270.0,megawatthours
2024-04-20 17:00:00,NE,New England,WND,Wind,219.0,megawatthours
2024-04-20 18:00:00,NE,New England,WND,Wind,262.0,megawatthours
2024-04-20 19:00:00,NE,New England,WND,Wind,273.0,megawatthours
2024-04-20 20:00:00,NE,New England,WND,Wind,268.0,megawatthours
2024-04-20 21:00:00,NE,New England,WND,Wind,280.0,megawatthours
2024-04-20 22:00:00,NE,New England,WND,Wind,311.0,megawatthours
2024-04-20 23:00:00,NE,New England,WND,Wind,393.0,megawatthours
2024-04-21 00:00:00,NE,New England,WND,Wind,481.0,megawatthours
2024-04-21 01:00:00,NE,New England,WND,Wind,594.0,megawatthours
2024-04-21 02:00:00,NE,New England,WND,Wind,594.0,megawatthours
2024-04-21 03:00:00,NE,New England,WND,Wind,754.0,megawatthours
2024-04-21 04:00:00,NE,New England,WND,Wind,818.0,megawatthours
2024-04-21 05:00:00,NE,New England,WND,Wind,833.0,megawatthours
2024-04-21 06:00:00,NE,New England,WND,Wind,748.0,megawatthours
2024-04-21 07:00:00,NE,New England,WND,Wind,790.0,megawatthours
2024-04-21 08:00:00,NE,New England,WND,Wind,728.0,megawatthours
2024-04-21 09:00:00,NE,New England,WND,Wind,657.0,megawatthours
2024-04-21 10:00:00,NE,New England,WND,Wind,561.0,megawatthours
2024-04-21 11:00:00,NE,New England,WND,Wind,506.0,megawatthours
2024-04-21 12:00:00,NE,New England,WND,Wind,479.0,megawatthours
2024-04-21 13:00:00,NE,New England,WND,Wind,454.0,megawatthours
2024-04-21 14:00:00,NE,New England,WND,Wind,384.0,megawatthours
2024-04-21 15:00:00,NE,New England,WND,Wind,238.0,megawatthours
2024-04-21 16:00:00,NE,New England,WND,Wind,234.0,megawatthours
2024-04-21 17:00:00,NE,New England,WND,Wind,276.0,megawatthours
2024-04-21 18:00:00,NE,New England,WND,Wind,320.0,megawatthours
2024-04-21 19:00:00,NE,New England,WND,Wind,456.0,megawatthours
2024-04-21 20:00:00,NE,New England,WND,Wind,601.0,megawatthours
2024-04-21 21:00:00,NE,New England,WND,Wind,574.0,megawatthours
2024-04-21 22:00:00,NE,New England,WND,Wind,523.0,megawatthours
2024-04-21 23:00:00,NE,New England,WND,Wind,483.0,megawatthours
2024-04-22 00:00:00,NE,New England,WND,Wind,455.0,megawatthours
2024-04-22 01:00:00,NE,New England,WND,Wind,451.0,megawatthours
2024-04-22 02:00:00,NE,New England,WND,Wind,528.0,megawatthours
2024-04-22 03:00:00,NE,New England,WND,Wind,548.0,megawatthours
2024-04-22 04:00:00,NE,New England,WND,Wind,651.0,megawatthours
2024-04-22 05:00:00,NE,New England,WND,Wind,732.0,megawatthours
2024-04-22 06:00:00,NE,New England,WND,Wind,874.0,megawatthours
2024-04-22 07:00:00,NE,New England,WND,Wind,858.0,megawatthours
2024-04-22 08:00:00,NE,New England,WND,Wind,926.0,megawatthours
2024-04-22 09:00:00,NE,New England,WND,Wind,1010.0,megawatthours
2024-04-22 10:00:00,NE,New England,WND,Wind,1025.0,megawatthours
2024-04-22 11:00:00,NE,New England,WND,Wind,1031.0,megawatthours
2024-04-22 12:00:00,NE,New England,WND,Wind,1017.0,megawatthours
2024-04-22 13:00:00,NE,New England,WND,Wind,1002.0,megawatthours
2024-04-22 14:00:00,NE,New England,WND,Wind,937.0,megawatthours
2024-04-22 15:00:00,NE,New England,WND,Wind,911.0,megawatthours
2024-04-22 16:00:00,NE,New England,WND,Wind,876.0,megawatthours
2024-04-22 17:00:00,NE,New England,WND,Wind,864.0,megawatthours
2024-04-22 18:00:00,NE,New England,WND,Wind,815.0,megawatthours
